Candidate,Candidate_Entity:id,Num_of_Records,Total_dollar
"GARCIA, FRANKLIN",17021171,1,900
"LANDRY, DAVE",8595691,4,900
"GRAHAM, JOHN A",6594544,5,900
"SEBASTIAN, KELLY G",24811675,5,896
"BROOKS, JANIS C",17658328,21,893.84
"WEBER, DANIEL K",39705686,2,891.34
"BAGWELL, TOM",42412845,4,889.06
"HAAS, SANDY",6552930,6,882
"BURKE, RICH",41757276,14,880
"ANDES, DAVID K",39289333,19,880
"STAPLETON, ANITA M",40461568,11,878.18
"BAKER, SETH M",39714190,17,875.56
"MORAN, ANTHONY RJ",42054962,14,875
"GALLOWAY, KAY",13703685,13,875
"MARKLEY, KYLE N",15731581,7,873.19
"FREEMAN III, SAMUEL FAYETTE",39705454,3,869
"HOWARD, ALBERT M",39714560,8,868.71
"ISAACSON, JASON (IKE)",6519065,9,866.51
"RIVETTE, RICHARD ALAN",10886824,4,864
"BELL, EUGENE",39828034,5,862.5
"MCCORMACK, CURT",13689976,6,858.5
"ABATECOLA, BILL",42822908,8,853.92
"KELLY, JAMES MATTHEW",39705515,4,850.2
"KING, KIME",39827542,1,850
"KING, WILLIAM",39714898,2,850
"JENKINS, LEE WALTER",39714632,7,850
"DOHERTY, DAVID",25005800,4,850
"WHEELER, DEBORAH H",9725224,4,850
"ALFORD, J STEPHEN",6691001,84,850
"MAJOR, NORMAN L",6595208,4,850
"KOJAK, KIM",6494442,4,850
"BASINGER, RANDALL L",3374241,3,850
"EDWARDS, ANDREW S",39714235,13,848.76
"SODERBERG, SVEN P",41677162,4,845
"KELLY, JACKIE",24821147,4,843.2
"DUNNE, RICHARD M",40588702,5,839.2
"CADLE, AMANDA LYNN",39705407,7,835.89
"FRENCH VI, JOHN",41757556,4,835
"GAY, BETTY I",41757586,3,833.78
"COVERSTONE, JERRY",42055080,4,830
"TRIEBER, MATTHEW A",13689987,3,830
"TORRESI, NICHOLAS S",41926247,11,826
"SAINSBURY, RICHARD",25005433,4,825
"JOSEPHSON, TIMOTHY",41757308,3,819.1
"LEWICKE, JOHN",41757525,5,815
"CORNETTE II, FRANKLIN DELANO",39705421,1,813.36
"TANNER, STEVE",1955062,4,812.19
"HUNT, ANGLES L",39849796,12,810
"AMMON, KEITH",16391636,6,810
"GONZALEZ, JESUS",6556413,20,810
"MCCASKILL, WILLIAM NEAL (BILL)",38445414,4,808
"FENTON, LARRY",13690283,5,806.01
"TURNER, JOSH L",39494793,1,805
"WILLIAMS, REED",37969899,7,805
"BARTHOLOMEW, JOHN L",6497759,5,802.74
"MURPHY, IAN F",41757834,5,801
"LOPEZ, SELENA",42822921,2,800
"ENGUM, TAYLOR JOHN",40625032,3,800
"DODSON, BRYAN",39714785,2,800
"GILLENWATER, ISAAC SCOTT",39705459,2,800
"EBBING, JOSEPH",37970467,16,800
"PITCHER, DAN B",24832347,2,800
"BURTENSHAW, VAN",23439509,1,800
"DEAN II, DANIEL MARK",21323614,4,800
"FELTUS, MARTHA (MARTY)",13690291,2,800
"BUCHMANN, CASEY D",11029655,2,800
"LAWRENCE, RICHARD",6664488,2,800
"MORRIS, BRUCE V",6483089,8,800
"LEVESQUE, MELANIE",6478688,6,800
"OXENHAM, LEE WALKER",25005861,8,798.95
"SOUTH, ERIC S",39447232,9,795
"YOUNG, MICHAEL",42533410,23,791.5
"MELCHERT JR, DAVID",41742900,10,790.31
"SULLIVAN, MARY M",15754519,6,790
"TERRIEN, DONALD G",40609510,3,782.76
"LEGG, ETHAN W",42055090,7,781.7
"HARTVIGSEN, DANI",39715711,6,780.71
"GRAHAM, JAMES BEALL",38445307,5,777
"CAMPION, POLLY KENT",41757309,11,775
"BOURGEOIS, TRAVIS P",41755849,10,775
"CONWAY, KATHLEEN J",40461421,9,775
"LANGLEY, MICHAEL P",39434521,2,775
"POTUCEK, JOHN M",9891524,11,775
"TALJONICK, ZACHARY",38525939,6,773.89
"TOROSIAN, PETER E",41757598,9,773.87
"GOOLSBY, REJEANA A",39441723,7,772.2
"NEWMAN, SUE",15860071,4,771.96
"JONES, RYAN",39656785,3,770.75
"LAWRENCE, DAN",6687336,5,770.5
"TEMPLET, DARYL L",39289331,4,770
"HARSHFIELD, MARY",12343030,5,770
"AITKEN, DOUG",42113316,1,764.29
"SUMMERS, ANGELA LYNNE",39705657,4,763.09
"BELASKI, PAUL S",36474796,4,762.74
"MCDONALD, RYAN R",39714305,5,760
"MACKAY, MARIELLEN J",13703745,4,760
"PEREZ-GARREAUD, NICOLA",38429540,5,757.54
"STEINMETZ, CHERI E",6690401,1,751
"GLASS, KATHIE",42157177,5,750
"PING, MATTHEW",41757330,4,750
"ROSSITER, CHAD C",39849949,9,750
"SIMMONS, HAROLD B",39525565,3,750
"PHILLIPS, ELLEN",25005844,5,750
"SOUTHWORTH, THOMAS (TOM)",13703844,11,750
"MCCLOSKEY, DAVID",13703602,4,750
"DUNLAP, JOANNE F",9929342,2,750
"CORNELL, PATRICIA",9701043,4,750
"CANDELORA, VINCENT J",6672696,1,750
"BOWERS, SPEC",736718,8,750
"EVANS, STEVEN",39494711,20,748.15
"ALDRICH, GLEN C",25005396,7,747.7
"DEMETREON, ALICE",39714782,4,746.05
"RAPP, JAMES (PETE)",38526084,4,740
"ODAY, JOHN E",41757464,6,736.86
"CHRISTENSEN, JASON",12013827,15,736.43
"HADDAD, BOB",42136141,4,735.07
"WILCHER, MICHAEL SHANE",39714781,4,735
"BRAGG, KYLE",24844896,1,730
"RUSS, DAVID",21085081,14,730
"PROUT, ANDREW",26392533,10,726.99
"DIXON, VINCENT LAWRENCE",25004590,7,725
"PEARSON, DAVID B",6475034,10,725
"WEAVER SR, ERIC M",38445567,7,722.49
"SINDEN, GARY A",39714351,7,721.71
"KISZKA, JULIAN",41757597,8,721.03
"GRAEFF, RUSSELL",39762700,3,720.92
"OLIVER, LYNN",37969607,5,720
"HARRINGTON, MICHAEL D",9691611,3,720
"KIPP III, GEORGE G",23405103,4,710
"RODRIGUEZ, MIGUEL ANGEL",40609502,12,709.95
"ORTIZ, JODILYNN",39176899,15,701.8
"BURROS, CHRIS",26141660,9,700.2
"HOWE, PAUL J",39705491,4,700
"CARGILL, BARBARA",10244962,6,700
"WISMER, SUSAN M",6490156,6,700
"MORRIS, TIJUANA",535468,4,700
"DEXTRAZE, DEREK",41757269,2,697.73
"KUMIEGA III, WALTER A",6501301,6,696.92
"BLAND, DAVID SCOTT",40814595,5,695
"BROOKS-CASTLE, LESLIE",39715687,3,695
"TICEHURST, SUSAN",13703544,9,695
"DAVIS, RYAN SCOTT",38525982,5,691.78
"MCCARTHY, MICHAEL",6677883,3,690
"HUFF, JAMES CLARK",40461473,28,688.1
"WESTON, DANIEL S",39441756,3,685.28
"GAUTHIER, FRANCIS",41757636,3,684.45
"GARREN, SCOTT",42113331,2,683.77
"CRUM, DOUGLAS E",33660654,3,681.89
"KERN, KEN",38525917,4,681.2
"EDGAR, MICHAEL (MIKE)",9724166,6,680.31
"PEREGOY, SHARON STEWART",39289416,4,680
"YANTACHKA, MICHAEL (MIKE)",12228441,6,680
"BROWN, ELIZABETH",8509771,7,680
"WALKER, LEE ANNE",6675646,6,679.95
"TLAPEK, GREG",3931006,4,679.74
"WELCH, WILLIAM E",39714378,10,677
"WILLIAMS, SHEDRON D",39714689,2,676
"BAIRD, IAN",40606605,3,675
"MARTIN, ROLAND DANIEL",23424310,2,675
"HAAS, GREG",34301590,22,671.17
"ZEBUTIS, JOHN",40622028,16,670.5
"GIVES, TILLMAN W",41759113,13,670
"COOPER SR, MICHAEL K",39289391,4,670
"VINCENT, KENNETH S",41757430,1,668
"HAARSTICK, STEVE",39289419,10,662.6
"PRESTIA, DON",40610049,12,662.3
"TEEL, DUSTIN LEE",39705662,28,661.44
"RAMOS, DANIEL",41755914,8,653.23
"TAUBE, JOHN",41884222,11,652.46
"SHEPARD, LARRY",40625047,3,650
"RIDGEWAY, KAREN T",39525535,2,650
"MENARD, STEVE",27976772,5,650
"RICE, KIM",25005534,6,650
"HULL, ROBERT P (BOB)",6677830,4,650
"FREEMAN, ROBERT",5617219,3,650
"KING, KEVIN",6507642,6,645
"MARRIOTT, BRUCE A",13703712,5,640.3
"GREENWAY, MICHAEL",10885552,2,640
"CARPENTER, BARBARA R",2171749,3,640
"BLOOM, TODD A",40587978,3,639
"HARMON, WAYNE E (GUNNY)",17658781,4,637.15
"WESTRICK, MARTIN J",23442650,3,633.37
"TURNER, DANNY R",40620390,6,632.75
"STULLER, RONNA K",42054923,4,632.34
"LEE, ERIK",6493707,10,632
"WHITE, SYNDI",6494759,3,628.26
"VANLUE, ROBERT LOUIS (BOB)",11023055,4,625.42
"MAYNARD, TOM",10238692,4,625
"VAUGHAN, STEVE",6692200,3,625
"WEBER, LUCY MCVITTY",6478956,7,625
"EMERSON, SUSAN",6594202,1,620.58
"LISLE, DAVID",41757348,8,614.6
"BECKWITH, MARGARET ANN",39705381,9,612.21
"DEVRIES, KENNETH B",10885501,6,610.34
"FREELAND, JOHN",39441713,1,605.18
"HAMMILL, KIMBERLY CLAIRE",39714267,6,605
"ESTABROOK, PHILIP ANTHONY",39714236,12,605
"SOMSSICH, PETER F",9813679,9,604
"PIERCE, JEREMY RYAN",13703887,13,601.78
"MUNOZ, RODOLFO RIVERA",42157116,1,600
"BALOG, ALAN",41875610,2,600
"ROBERTSON, ROB",41757614,3,600
"MORIN, JAMES R",41757364,1,600
"MILLS SR, TIMOTHY D",40625016,1,600
"APPERSON, HOGUEN",39827900,1,600
"WEED, BEVAN",39715770,4,600
"MYERS, GAR",39707183,2,600
"RIVERS, ADRIAN",39525586,2,600
"REID, JOHN",39525566,5,600
"GARCIA, RODNEY",39289461,1,600
"LAVERGNE, FREDERICK JOHN",17660417,2,600
"CUMMINGS, DANIEL CLYDE",17658570,2,600
"WILSON, C ROBERT",16113709,1,600
"THOMAS, DOUG",16015398,2,600
"HUOT, DAVID O",13703529,5,600
"HUBERT, RONALD E",6678739,3,600
"COPP, ANNE",6670879,2,600
"SUMMERS, BETSY",6549678,4,600
"ZUNDEL, ALAN",42822668,15,590.64
"TUCKER, MARY M",39434457,4,585.62
"BENSCOTER, LOUIS E",39451310,1,584.49
"LAMPLEY JR, ROBERT L",41759145,9,580
"DOMINGUEZ, JULI",42136131,7,579.45
"TAYLOR, GALE",25005758,4,579.44
"FOWLER JR, DEAN C",39714592,2,578
"CAMINERO, JERRY ORLANDO",42578380,3,576
"DUNHAM, LARRY D",22206444,5,575.55
"JOSEPH, BEN W",40588788,3,575
"JUDGE, ANDREW",40588780,2,575
"GILSON, HOMER L",36932672,8,575
"DIVELY, EMORY",6672979,2,575
"WOOD, GREGORY JONATHAN",39705702,11,574.37
"MATHESON, MATT",39828030,2,568.2
"STAPLETON, WALTER A",38536382,4,566
"MATRANGA, CHARLES",40268286,13,565.94
"HAKANSON, JONAH",42534707,7,565
"HORTON, RON",38388744,3,564.49
"HARMON, SHELDON MATTHEW",39705475,4,560
"BURNS, JAMES J",39435000,6,560
"BLEDSOE, BARRY HAWKINS",6700937,8,559.1
"LEBECK, JASON",40609583,5,555.48
"EISNER, MARY A",6463277,2,555.19
"NICHOLS III, FREDDIE JOE",42048356,2,550
"MCKINNEY I, SHERMAN PATRICK (PAT)",39705562,3,550
"LITTRELL, JOSHUA",39525439,3,550
"NAPIER, KEVIN",39494748,6,550
"PEACOCK, JIM",37971236,4,550
"JONES, ALAN C",23426164,2,550
"NELSON, BILL",13703551,4,550
"TREGENZA, NORMAN A",6694856,3,550
"FAGAN, PETER J",6678689,2,550
"MARTIN, JOHN",6595255,7,550
"BEDFORD JR, ROBERT DAVID",38068742,2,548.58
"PICANCO, MIGUEL",41757292,12,546.32
"CAMPBELL, DARIN F",39434488,2,546
"WILLIAMS, LAURIE",39715693,7,545
"PLATEK, ANDREW",38445468,8,542
"MCFARLANE, RICHARD",38413016,4,541.03
"KENAT, BRIAN L",29299599,5,540
"MYERS, J R",42059188,6,538.69
"YOUNG, JOSH",40609714,3,538.62
"SMALL, JOHN H",40613032,8,538.26
"SKELTON, JOHN",41875717,2,530
"AYOTTE, DONALD R",25085264,3,530
"KIMMEL, DAN",6524303,2,525.02
"RAMIREZ, MANUEL",41680317,3,525
"MAGNUS, ELSIE BLAIR",40626200,2,525
"BRADSHAW, BILL",37969932,2,525
"LYON, JOHN",8482491,6,525
"MONTANO, BRANDON N",40622003,2,524.11
"BURKE, BRIAN THOMAS",39714647,5,524
"LEWIS, BRIAN KIRT",38445396,4,521.38
"MATTINGLY, S DANIEL",6677881,4,518.33
"SMITH, STEVEN M",39714570,6,517
"DREW, PETE",6607307,2,515
"COCHRAN, WENDY (ROOSER)",39827460,6,512
"NIELSEN, DENNIS DEAN",6476978,2,512
"WITZEL, JOHN",39451339,2,510
"BONAR, PAULA",39289405,3,510
"COOKE, MARGUERITE KATHERINE",38445231,3,507
"PRICE JR, CHARLES K",39714566,2,505
"CHANEY, RODNEY LESTER",10886073,11,503.19
"STEVENS, ANDREW JOHN",38445534,9,500.89
"ODENDHAL, TROY",41755896,1,500
"VAN ECK, GRANT A",41677183,1,500
"VEDAA, SHAWN A",40626255,1,500
"KOUNS, RAY",40621901,2,500
"SARNOWSKI, JOHN",40609619,4,500
"COLBY, GERARD (JERRY)",40588719,1,500
"WINTERTON, SETH R",39715787,1,500
"VANDEVER, WILLIAM JAMES",39714789,1,500
"KENSINGER, JESSICA",39434543,1,500
"CLEMONS, ANTUWAN",38525978,2,500
"CHRISTIAN, LANCE N",37969875,1,500
"ROBERTSON-WIGGINS, GLORIA",25004898,1,500
"GEE, MARK",25004569,3,500
"JENNIGES, DUFFY",13008233,1,500
"HART, JAMES L",11029861,2,500
"MARSCHALL, ANDREW",6687070,2,500
"MCCARTHY, FRANK H",6595281,2,500
"DIDOMENICO, PAUL J",6535341,5,500
"BURRIDGE, DELMAR D",6478364,3,500
"SCHWAEGLER, VICKI",13464664,2,499
"CHRISTIAN, STEPHEN",39714888,1,498.59
"LAFLAMME, LARRY L",41757297,1,496
"STUART, VALERIE A",9985562,4,496
"HUFF, SHARON",40461474,4,495
"VARNEY, DALE",16248747,8,495
"ALVARADO, RAMIRO",41680321,5,494
"DEWAARD, LOIS J",39447224,6,491.09
"OSULLIVAN, JEAN",13689974,2,490.12
"SICILIANO, JENNIFER M",25004390,26,489
"BARRINGER, CODY",40606634,1,488
"PARADIS, EDWARD L",39714322,6,485.54
"STENECK, KRIS L",39441717,10,484.55
"TICKELL, LEE",7660521,1,484.37
"ASKAR, ABDIMALIK",24844887,5,481.33
"HARLOW, DENISE PATRICIA",6501485,2,480.78
"HONEYCUTT, JOHN ALAN",40461470,5,480
"STEINMAN, LEONARD J",6491586,2,479.13
"BEDIO, DENISE",42157174,7,478.45
"ALFARO, ROBERTO CARLOS",40621933,7,476
"LYNCH, JAMES",42054955,18,470.43
"CHURCHWELL, SHANNON",39827459,1,470
"SCHAMBERG, THOMAS C (TOM)",6510649,2,466.08
"GILPATRICK, GERALD E",39714251,7,465
"CLARK, BILL",39289313,5,462.82
"HART, ALEX",40587742,1,460
"FISCHER, ANNE NOSWORTHY",38445282,15,454
"NAKHAIMA, BEN",39827583,3,450
"JAMISON, CLINT",39827531,3,450
"STALEY, VIOLET",38601922,4,450
"ELLERBY, MITCHELL",33018668,8,450
"TRAVIS, CHELSEA",6549751,4,450
"LYTLE, GABE",42157171,5,447.84
"HILBERT, EDWARD A",6668937,3,445
"MCLAREN, WADE",40587772,7,444
"OZOLS, HARRY",40622447,7,441.01
"PARLOCK, ALEXANDER NICHOLAS",39705586,6,440
"KURK, NEAL M",9726923,2,440
"KELLER, ROBERT ALLEN (BOB)",39705512,3,437.67
"EVANS, MATTHEW GLEN",39447258,7,436.07
"ADKINS, STEVEN",40621926,5,430
"BURNHAM, DONNA",39715710,15,427.76
"ESPINOZA, DIEGO",24748391,3,427.38
"UNGER, STEPHEN ALLAN (STEVE)",24351778,4,427
"MILLER, STEPHEN FRANCIS",39714307,4,425
"PERRY, ROBERT J",6478836,4,425
"BYRD, REGAN",40588359,9,424.21
"THOMAS, RICHARD A",39714364,3,420
"RICHARDS, JIM",40606702,69,419.65
"FIELDS, SARAH",18911349,3,417
"COLE, CHRISTOPHER SCOTT",38445225,2,414
"PARSONS, GEORGE R",42117621,4,410
"GOLDMAN, ROBERT K",41677020,6,410
"CHADWICK, REED",39715699,4,405.7
"MAYNES, DEREK",40587770,4,405
"MILLER, ALICE",6384969,4,405
"JOHNGRASS, GARY L",6500307,8,404.8
"HORRIGAN, TIMOTHY",6494379,1,402.18
"SMITH, JON",39849851,3,401
"GARDNER, CLARENCE",41757511,4,400
"GIPP, DAVE",40626171,1,400
"MURTA, JUSTIN",40587925,2,400
"SHULTZ, JAY C",39762718,3,400
"SLOCUM, JEFFREY S",39714352,4,400
"BIVINS, CHARLTON",39525512,2,400
"STEVENS, ALLEN",38525937,1,400
"FLOYD, JOHN T",37969664,2,400
"TAPP, DARREN",28732203,3,400
"GORDON, PAMELA S",25005837,4,400
"DRIVER, MARIO D",24360865,1,400
"HOLLAND, RON",13007448,1,400
"ROBERTS, CAROL R",9880699,3,400
"CRONIN, JUSTIN R",6675752,2,400
"QUARTERMAN, KENNETH BRETT",6587010,1,400
"EDDINGS, WAYMEN",39494709,4,398
"GARCIA, CARL",39289438,6,396.16
"MCKIM, ROBERT",6670758,2,395
"KING, JIM",39289359,16,392
"DUDLEY, JARIK MATTHEW",40625029,1,387.33
"HANSON, SHANNON D",41755082,2,380
"OSBORN, REGINA L",39762650,2,380
"HEATH, JEREMY",38525911,7,376.12
"DAVISON, ANTOINE M",39849869,1,375
"TAHA, SHERRIE",39447239,11,375
"MURPHY, MATT",37969865,4,375
"FROHLOFF, GORDON E",6636917,1,375
"BRADLEY, JAMES F",6474833,1,375
"HUDSON, THOMAS A",40461472,3,373.02
"BIASIUCCI, LEO",40621888,3,370.07
"GRINDSTAFF JR, DENNIS E",39714553,6,370.01
"MARINELLI III, LOUIS J",39707507,3,362.19
"WEK, ARDON",39762651,1,360
"BARTLETT, JOHN R (RICK)",6522274,2,360
"RAINWATER II, DONALD",42055078,2,359.66
"BIXBY, PETER W",13703837,19,357.03
"BLACKWELL, EDWARD",40621875,1,355
"BARSNESS, DENNIS",40606624,2,355
"DEVEREUX, DENNIS J",6671979,3,355
"SHAW, KENNETH",27975296,4,353.68
"SCHMIDT, JAN",12160184,10,352
"TORRES, AUREA",42055089,2,350
"REIF, ANDREAS",41757507,3,350
"RECUPERO, JONATHAN M",41757483,3,350
"HOLDMAN, MICHAEL",39762736,2,350
"GARDNER, BARBARA",37971234,2,350
"SNEIDER, LARISSA",18746770,3,350
"MYERS, LINDA K",6596767,3,350
"DUNN, HAYVEN W",39715806,1,344.35
"STRANDBERG, GREG",23405245,2,340
"CLARK, KELLY J",42412877,1,336.05
"ARTHUR WATKINS, SAMUEL A",39714893,4,335
"SHELTON JR, JAMES D",21081031,2,335
"HARRINGTON, CHAD S",39715769,5,331.65
"NASH, CURTIS",38526063,4,330
"CASTO, CLINT",6486835,2,330
"WELLS, HOUSTON",39828166,3,327.5
"JURMU, JOHN",39289364,4,326.05
"GRIFFIN, GERALD",41757487,2,325
"JACOBS, BRANDON",39827530,4,324
"MACLEAN, BRITTANY",12409670,2,320
"CRANDALL, MEGAN",377752,5,320
"ROBINSON, JOEL H",24856108,7,317
"PHINNEY, BRANDON",41865655,5,315
"OLIVER, PATRICIA A",38445453,6,311
"COLLINS, HERMAN",43101396,2,310
"BLETHEN, ARNOLD LARRY",39705394,2,309.7
"GOSNELL, RICHARD J",39714590,1,308
"KLOKEL, MATTHEW",42157031,8,306.66
"SMITH, RICK",6471628,4,305
"QUILLEASH, SUSAN",15827212,5,303.59
"NELSON, TERRY & SARDOT, NIKI",39714712,4,300
"GOODSON, CONDA LOWERY",42679109,3,300
"SEIBEL, CHARLENE A",41757286,1,300
"RINTOUL, SUSAN (SUE)",40626233,1,300
"KITTILSON, LINDA",40626193,1,300
"WRIGHT, ANDREW P",40622008,4,300
"RUTLEDGE, JANE ASKEW",39525544,1,300
"KITZENBERG, SAM",39289464,3,300
"EDWARDS, ELIZABETH",25005737,2,300
"MCCOY, PATRICIA A",24822404,2,300
"STACY, ROGER",6700862,3,300
"BURDITT, THOMAS (TOM)",6695927,2,300
"GAGNE, LARRY",6677784,2,300
"STAHL, WAYNE C",6634968,4,300
"GREAZZO, PHIL",6538619,3,300
"SANTIAGO, EZEQUIEL",6495447,3,300
"SLANTZ, BILL",6549787,1,292
"HEINER, SCOTT",40624998,2,290
"HAMMOND, MARK",39715752,14,289
"TRAVIS, BRIAN M",6671290,5,286
"SWENSON, MATT",42112348,4,283.88
"COOPER III, RONALD JONATHAN",41757389,17,280
"HANSEN, JANINE",6537132,3,280
"ALLEN II, BERNARD",5920522,2,277
"KAWULA, GARY",39714726,2,275
"BOWLES, MICHAEL DANIEL",39289393,2,275
"SMITH, SUZANNE",6494669,4,275
"COLE, JACKI",42749104,2,272.33
"WOELLNER, DEREK",40610054,3,270
"JONES, LUANA",33935093,7,270
"WAGNER, ROBERT",29299207,2,270
"CARR, DONNA J",13010047,19,269.72
"SPENCER, TIMOTHY WILLIAM",39715833,3,268.32
"ANDERSON, JERRY B",6675533,2,268
"WADDLE, ROBERTA M",38445560,2,267
"WATKINSON, KEVIN",12060837,5,267
"OCONNOR, JOHN J",41757637,3,266.27
"FUCHS, ELISSA ANN",38445294,3,261.55
"SILLS JR, JAMES WILLIS",38445515,6,260.59
"MANCHESTER, MARTHA A",42689459,1,255
"HERR, BARRY",39827520,3,255
"ROSE, ROBERT SCOTT",38445491,3,250.7
"DILL, ALDEN",41875719,3,250
"RIOUX, TIMOTHY A",41757533,2,250
"PADHAM, JEFFERY M",39714321,1,250
"LOVE, DERRICK WYANE",39705539,1,250
"PHILLIPS, TONY",39525418,2,250
"HEARN-HAYNES, THERESA",37969870,1,250
"GOEMAN, ROBERT",25005619,3,250
"WALLACE, SCOTT",18325251,2,250
"MORGAN, DELINDA R DELGADO",17660491,1,250
"KLATT, WILLIAM A",13010056,1,250
"ROHLING, JANE M",7883674,4,250
"AZARIAN, GARY S",6695366,1,250
"INGELS, MARLA DEE",6515235,2,250
"GULICK, RUTH P",6510375,2,250
"WOLFE, GARY M",42540706,3,248
"WOODS, MIRIAM",41619695,9,247.42
"BELLAMY, VERONIQUE",40588357,14,242.47
"SCHWANKE, MERRILEE",41757486,1,240
"FEDOLFI, JIM",41757481,1,240
"ADAMS, JOHN (ERIC)",40587692,3,240
"HAJLOO, OSCAR (ASGHAR)",39525451,6,240
"TIBBETT, NANCY",38526118,3,240
"KESSLER, JOAN F",13010073,7,237.74
"JOHNSON, MYRON P",42054914,5,235
"MENTELE, MELISSA R",41732827,2,235
"LIND, MICHAEL H (MIKE)",3758851,1,235
"STRICKLAND, FRANK G",39715689,9,232.05
"HOWELL JR, THOMAS J",38445352,2,232
"SWANICK, THERESA",41757285,4,231
"HARDY, DOUGLAS CHARLES",39705474,4,225.34
"NELSON, MARK",40626215,1,225
"LINDSETH, BONITA",40626198,1,225
"CULLEN III, WILLIAM BRYANT",40624946,2,225
"BELCHER, ERIC DANIEL",39705382,2,225
"PASSA, DARYL",11029949,1,225
"RINTOUL, HEIDI ELISE",6520200,1,225
"SWANSON, JAMES",40625515,2,222.1
"PACER, ALBERT RAY",38445457,3,221.14
"GONZALEZ, TRAVIS",39656628,2,221
"LAVALLEE, DENNIS",26141652,5,220
"WALSH, BOB",13703593,3,220
"SMITH, T J",39289423,2,217
"KAHL, JOHN WAYNE",38445383,2,217
"HYTONEN, RODNEY",42594405,1,216.11
"LEVY, JOSEPH",41755748,2,215.9
"KNAPP, BILLY",41757378,8,215
"VOORHIES, FRANKLYN",10245998,1,215
"BURNS, RITA J",39441737,1,211
"MACDONALD, MICHELLE L",40606765,1,210
"RUCKER, AUSTIN",39656622,4,210
"GAMBILL, MIKE",39827949,2,209.99
"WILLIAMS III, ARTHUR JAMES",38445573,1,207
"KING, DEVIN RYAN",38445386,1,207
"JONES, STEVEN MICHAEL",38445378,1,207
"HOWE, BARBARA JEAN",38445351,1,207
"DUNN, JUSTIN ROBERT",38445267,1,207
"DAVIS, RODERICK ANTONIO",38445253,1,207
"DAIL, GREGORY ALLEN",38445241,1,207
"CATES, JAMES BRYAN",38445214,1,207
"CARTER, MARY LILLIAN",38445212,1,207
"DAVIS, MARION DUDDLEY",17934043,1,207
"PALFY, KARA LEACH",43063897,3,205
"CHRISTENBURY, JEFFREY A",23424338,1,204.37
"KEENAN, JAMES",41707149,13,202.48
"PARONTO, CLAYTON",42112342,2,200
"EMBRY, JEFF",42055097,1,200
"SANDRIDGE, MICHAEL",42055086,4,200
"RENFREW-HEBERT, MELANIE",41757317,1,200
"NOLTIE, SCOTT A",40622488,3,200
"MARSHALL, ZACHARY",40609718,1,200
"PARSONS, JOSEPH",40588803,1,200
"LABAY, DAVID",39827547,2,200
"BAUHS, RAYMOND E",39714861,1,200
"TRIPLETT, BOBBIE DAMON",39705670,1,200
"HENDERSON, SHARON",39525548,1,200
"GREEN, PERRY",39525539,2,200
"HOBDY, WAYNE",39525466,6,200
"WHITMORE, GARY",38526124,1,200
"ZAHN, JIM",31955290,3,200
"HOWARD, MELODY",24718923,2,200
"ALLEN, DAVID",17037822,1,200
"FARNHAM, ELIZABETH M",15799735,1,200
"SMITH, JOHN WAYNE",14451047,1,200
"GREEN, IVY",14369605,1,200
"GRENIER, JIM",13703854,2,200
"SHAW, CHARLES (BUTCH)",13007464,1,200
"CANFIELD, WILLIAM (BILL)",13007455,2,200
"RODGERS, JOHN S",6385029,1,200
"FERREN, GLENN",39289448,6,199.11
"HEROLD, JENNIFER M",37970336,1,199
"NOBLES, RALPH",6546864,2,196.99
"WALDRUP, LEE CHARLES",37970405,5,194
"DAVIS, DANIEL H",39441824,3,191.36
"GRADERT, JAMIESON HALE",41757659,3,190
"DONOVAN, JOHANNAH LEDDY",6384818,2,185
"WALTER, JEANNIE",39289356,2,181
"SWENSEN, MICHAEL SCOTT",39715784,4,180.82
"HOOPER, MARY",6496044,2,180
"JOINER, DANIEL JOSEPH",40610058,2,179.29
"YOUNG, A JO",40620365,10,175.12
"ROY, MATTHEW PAUL",39714341,2,175
"HOILAND, BRUCE",39289319,3,175
"GADOMSKI, RICHARD H",12998172,1,175
"WALKER JR, KENNETH T",11023007,2,175
"RANDOLPH, MATT",11030012,2,173
"FORCIER, ANDREW T",39289307,2,171.88
"EDDY, JOHN",40587727,1,170
"MYERS, MIKE",39762642,3,170
"JENSEN, NATE G",39715870,3,170
"VASSEL, JOSEPH J",37970375,3,170
"JOHNSON, PATRICK N",23405221,1,170
"MARSH, JON",39715734,4,169.01
"DEAN, MARLA M",42157190,1,164.5
"GIRON, CARLOS G",41755681,4,160
"THOMPSON, SHELIA R",39656723,1,160
"KOCHER, VICTOR",13006469,3,160
"SWISHER, DANIEL SCOTT",39705658,3,158
"MCKERNON, ANDREW T",37969775,5,155
"PEREZ, LAURA",13006170,4,155
"GRIMM, JOHN CALVIN",39705466,1,154.44
"GLUCH, CHELLE",39441739,3,153.15
"LEVY, DENNIS",39680107,1,151.36
"PRATHER, KELLI",37970534,1,150.5
"MASSEY, JAMES HENRY",42540162,1,150
"JANIGIAN, JOHN",41757587,1,150
"ROSS, JOSEPH",41757534,2,150
"HOULE, SEAN",41757425,1,150
"ELLIS, DONNA",41757424,1,150
"SANTACRUZ, JOHN F",39827621,1,150
"ABERLE, NIK",39762676,2,150
"STATEN, TRAVIS S",39714873,2,150
"WILLIAMS JR, VANNIE",23424524,14,150
"ROWE, JOE",22209713,3,150
"CASTALDO, MICHAEL (MIKE)",13703840,2,150
